state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
CW,2021-02-27,"496,657",70.67,"702,787","50,631",7.24,"60,705",71.0,"85,410"
AK,2021-02-27,855,57.89,"1,477",33,2.23,88,68.75,128
AL,2021-02-27,"10,045",72.25,"13,903",772,5.55,"1,318",82.38,"1,600"
AR,2021-02-27,"5,290",69.58,"7,603",541,7.12,737,68.92,"1,005"
AZ,2021-02-27,"9,516",67.73,"14,050","1,168",8.33,"1,247",56.66,"2,201"
CA,2021-02-27,"44,271",74.24,"59,636","5,559",9.32,"5,668",76.95,"7,365"
CO,2021-02-27,"6,434",63.4,"10,149",430,4.24,811,63.88,"1,269"
CT,2021-02-27,"6,027",77.2,"7,807",530,6.79,594,56.84,"1,045"
DC,2021-02-27,"2,142",78.2,"2,739",234,8.56,288,88.89,324
DE,2021-02-27,"1,841",70.73,"2,603",149,5.72,158,84.95,186
FL,2021-02-27,"40,421",76.91,"52,554","4,192",8.13,"5,026",78.14,"6,433"
GA,2021-02-27,"14,847",76.75,"19,344","2,432",12.57,"2,224",80.57,"2,754"
HI,2021-02-27,"1,733",69.94,"2,478",51,2.06,136,58.87,231
IA,2021-02-27,"4,547",58.86,"7,725",204,2.68,441,64.02,667
ID,2021-02-27,"1,719",54.14,"3,176",132,4.14,181,64.41,281
IL,2021-02-27,"19,096",66.04,"28,914","1,354",4.68,"2,052",59.01,"3,476"
IN,2021-02-27,"9,981",59.08,"16,893",768,4.55,"1,314",60.41,"2,176"
KS,2021-02-27,"4,465",57.32,"7,790",320,4.11,566,70.57,802
KY,2021-02-27,"7,201",58.6,"12,289",745,6.06,"1,126",63.97,"1,761"
LA,2021-02-27,"8,579",68.59,"12,508",554,4.51,"1,248",69.65,"1,791"
MA,2021-02-27,"13,371",78.88,"16,951",729,4.3,"1,042",73.17,"1,424"
MD,2021-02-27,"7,706",79.44,"9,700","1,086",11.2,981,74.94,"1,309"
ME,2021-02-27,"1,876",65.39,"2,869",93,3.24,228,69.51,328
MI,2021-02-27,"15,799",75.63,"20,889",836,4.0,"1,912",75.19,"2,543"
MN,2021-02-27,"6,974",73.55,"9,482",329,3.47,626,70.73,885
MT,2021-02-27,"1,622",56.99,"2,846",59,2.07,106,46.49,228
MO,2021-02-27,"11,028",75.75,"14,558","1,011",6.94,"1,356",80.21,"1,688"
MS,2021-02-27,"4,921",63.64,"7,733",497,6.43,648,77.88,832
NC,2021-02-27,"15,573",71.85,"21,675","1,339",6.21,"1,878",75.05,"2,502"
ND,2021-02-27,"1,400",67.8,"2,065",93,4.5,114,56.72,201
NE,2021-02-27,"2,512",62.74,"4,003",169,4.31,356,62.81,566
NH,2021-02-27,"1,916",68.82,"2,784",86,3.09,166,58.87,282
NJ,2021-02-27,"14,082",67.87,"20,747","1,942",9.36,"1,376",46.83,"2,938"
NM,2021-02-27,"2,562",70.04,"3,657",186,5.09,355,80.68,440
NV,2021-02-27,"5,139",67.8,"7,580",466,6.3,648,72.4,895
NY,2021-02-27,"34,767",72.24,"48,117","6,101",12.68,"3,717",67.19,"5,532"
OH,2021-02-27,"19,526",67.78,"28,807","1,544",5.37,"2,687",65.73,"4,088"
OK,2021-02-27,"6,414",66.89,"9,588",640,6.76,818,76.52,"1,069"
OR,2021-02-27,"4,864",72.75,"6,686",227,3.4,503,64.24,783
PA,2021-02-27,"22,803",75.09,"30,367","1,966",6.55,"2,694",75.23,"3,581"
RI,2021-02-27,"2,014",92.6,"2,175",201,9.24,139,86.88,160
SC,2021-02-27,"7,427",75.65,"9,817",787,8.02,939,72.06,"1,303"
SD,2021-02-27,"1,194",50.32,"2,373",85,3.58,112,48.7,230
TN,2021-02-27,"11,534",65.2,"17,689",969,5.62,"1,671",69.74,"2,396"
TX,2021-02-27,"45,887",74.32,"61,741","6,298",10.23,"6,410",86.44,"7,416"
UT,2021-02-27,"2,927",55.28,"5,295",219,4.14,375,61.88,606
VA,2021-02-27,"10,881",66.59,"16,340","1,336",8.18,"1,303",67.2,"1,939"
VT,2021-02-27,774,65.48,"1,182",25,2.12,74,74.75,99
WA,2021-02-27,"8,567",68.74,"12,462",484,3.88,909,68.71,"1,323"
WV,2021-02-27,"3,681",73.01,"5,042",261,5.18,464,75.2,617
WY,2021-02-27,524,36.44,"1,438",33,2.31,42,33.07,127
WI,2021-02-27,"7,383",59.11,"12,491",365,2.98,834,52.68,"1,584"
