state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
CW,2021-02-07,"490,724",70.03,"700,337","82,744",11.87,"63,181",73.18,"86,330"
AL,2021-02-07,"9,923",71.85,"13,810","1,653",11.97,"1,375",85.83,"1,602"
AZ,2021-02-07,"9,913",69.61,"14,241","2,736",19.25,"1,514",68.14,"2,222"
CA,2021-02-07,"46,814",76.91,"60,871","11,943",19.62,"6,785",85.41,"7,944"
CT,2021-02-07,"5,938",76.29,"7,783",925,11.88,639,60.68,"1,053"
DC,2021-02-07,"2,334",79.12,"2,950",306,10.37,258,82.43,313
DE,2021-02-07,"1,794",69.32,"2,588",254,9.81,137,72.11,190
GA,2021-02-07,"15,269",78.36,"19,485","3,758",19.29,"2,436",86.68,"2,811"
ID,2021-02-07,"1,609",50.35,"3,196",177,5.54,173,57.67,300
IN,2021-02-07,"9,611",57.89,"16,601","1,270",7.65,"1,358",62.67,"2,167"
KS,2021-02-07,"4,108",53.02,"7,749",527,6.8,513,65.85,779
LA,2021-02-07,"8,314",66.07,"12,585",972,7.87,"1,252",69.87,"1,792"
MD,2021-02-07,"7,804",80.86,"9,651","1,685",17.46,"1,025",80.2,"1,278"
MI,2021-02-07,"14,590",70.2,"20,784","1,250",6.02,"1,947",76.58,"2,543"
AK,2021-02-07,797,55.31,"1,441",41,2.85,76,64.96,117
AR,2021-02-07,"5,005",66.98,"7,472",787,10.53,755,73.23,"1,031"
CO,2021-02-07,"6,056",59.98,"10,097",556,5.51,745,56.65,"1,315"
FL,2021-02-07,"40,225",77.65,"51,803","5,806",11.43,"5,071",79.31,"6,394"
HI,2021-02-07,"1,705",68.72,"2,481",85,3.43,134,60.36,222
IA,2021-02-07,"4,359",56.82,"7,671",315,4.16,434,66.16,656
IL,2021-02-07,"18,258",63.12,"28,927","2,234",7.72,"2,098",60.08,"3,492"
KY,2021-02-07,"7,078",57.57,"12,294","1,206",9.81,"1,153",65.51,"1,760"
MA,2021-02-07,"13,013",77.2,"16,857","1,246",7.39,"1,087",74.2,"1,465"
ME,2021-02-07,"1,862",64.88,"2,870",159,5.54,224,67.12,334
MN,2021-02-07,"6,408",69.19,"9,262",412,4.44,573,66.24,865
MO,2021-02-07,"10,269",72.08,"14,246","1,461",10.26,"1,299",77.05,"1,686"
MS,2021-02-07,"4,657",60.85,"7,653",749,9.79,650,78.88,824
MT,2021-02-07,"1,695",59.75,"2,837",106,3.74,120,55.81,215
NC,2021-02-07,"16,118",74.09,"21,754","2,362",10.99,"2,020",80.48,"2,510"
ND,2021-02-07,"1,251",61.64,"2,030",107,5.27,102,51.0,200
NE,2021-02-07,"2,494",61.67,"4,043",268,6.76,333,58.73,567
NH,2021-02-07,"1,872",67.41,"2,777",158,5.69,166,58.87,282
NJ,2021-02-07,"14,097",67.87,"20,770","2,892",13.92,"1,462",50.1,"2,918"
NM,2021-02-07,"2,504",70.2,"3,567",430,12.05,352,78.81,446
NV,2021-02-07,"5,417",71.11,"7,618",940,12.65,692,74.73,926
NY,2021-02-07,"35,212",73.24,"48,065","8,583",17.86,"3,901",68.0,"5,737"
OH,2021-02-07,"19,234",66.74,"28,821","2,262",7.87,"2,697",66.04,"4,084"
OK,2021-02-07,"6,155",64.52,"9,539","1,104",11.75,884,82.85,"1,067"
OR,2021-02-07,"4,575",68.59,"6,670",337,5.05,458,59.24,774
PA,2021-02-07,"22,480",74.84,"30,037","3,270",11.01,"2,775",75.0,"3,700"
RI,2021-02-07,"1,997",85.64,"1,985",288,14.51,134,89.33,150
SC,2021-02-07,"7,558",76.7,"9,854","1,452",14.74,"1,022",78.07,"1,309"
SD,2021-02-07,"1,206",50.84,"2,373",110,4.61,115,50.22,229
TN,2021-02-07,"11,405",64.56,"17,666","1,340",7.8,"1,622",68.53,"2,367"
UT,2021-02-07,"2,846",53.63,"5,307",350,6.6,374,61.72,606
VA,2021-02-07,"11,350",69.09,"16,429","2,141",13.03,"1,351",69.64,"1,940"
VT,2021-02-07,679,57.64,"1,178",70,5.94,72,72.73,99
WA,2021-02-07,"8,249",67.89,"12,151",701,5.77,903,69.95,"1,291"
TX,2021-02-07,"43,416",71.52,"60,709","9,885",16.31,"6,541",88.12,"7,423"
WI,2021-02-07,"7,008",56.34,"12,438",628,5.15,868,54.38,"1,597"
WV,2021-02-07,"3,667",74.61,"4,915",404,8.22,459,74.76,614
WY,2021-02-07,524,36.49,"1,436",42,2.95,45,36.29,124
