state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
CW,2021-02-06,"505,132",71.67,"704,396","84,114",12.0,"64,752",74.96,"86,383"
AK,2021-02-06,803,55.8,"1,439",43,2.99,82,70.69,116
AL,2021-02-06,"10,144",73.35,"13,830","1,658",11.99,"1,386",86.62,"1,600"
AR,2021-02-06,"5,212",69.35,"7,516",790,10.5,771,74.42,"1,036"
AZ,2021-02-06,"10,357",72.01,"14,382","2,825",19.68,"1,513",68.21,"2,218"
CA,2021-02-06,"48,047",78.07,"61,544","12,322",20.02,"6,901",86.25,"8,001"
CO,2021-02-06,"6,401",63.44,"10,090",590,5.85,802,60.76,"1,320"
CT,2021-02-06,"6,168",79.1,"7,798",921,11.81,642,60.74,"1,057"
DC,2021-02-06,"2,385",79.71,"2,992",315,10.53,279,87.46,319
DE,2021-02-06,"1,856",71.49,"2,596",261,10.05,149,78.42,190
FL,2021-02-06,"41,260",79.35,"51,995","5,843",11.46,"5,202",81.24,"6,403"
GA,2021-02-06,"15,616",80.11,"19,492","3,814",19.57,"2,458",87.16,"2,820"
HI,2021-02-06,"1,696",68.25,"2,485",87,3.5,142,63.96,222
IA,2021-02-06,"4,576",59.68,"7,668",312,4.12,446,67.4,661
ID,2021-02-06,"1,672",52.08,"3,210",180,5.61,175,62.28,281
IL,2021-02-06,"18,897",65.32,"28,932","2,242",7.75,"2,217",63.43,"3,495"
IN,2021-02-06,"9,980",60.08,"16,611","1,273",7.66,"1,416",65.4,"2,165"
KS,2021-02-06,"4,309",55.44,"7,773",530,6.82,540,68.7,786
KY,2021-02-06,"7,329",59.61,"12,294","1,245",10.13,"1,156",65.68,"1,760"
LA,2021-02-06,"8,465",67.21,"12,596",995,8.05,"1,278",71.2,"1,795"
MA,2021-02-06,"13,253",77.99,"16,994","1,263",7.43,"1,111",75.73,"1,467"
MD,2021-02-06,"7,847",80.19,"9,786","1,669",17.05,"1,038",79.24,"1,310"
ME,2021-02-06,"1,935",67.23,"2,878",163,5.66,236,70.81,334
MI,2021-02-06,"15,053",72.03,"20,897","1,240",5.93,"1,973",77.24,"2,554"
MN,2021-02-06,"6,767",72.61,"9,320",460,4.94,615,70.37,874
MO,2021-02-06,"10,796",74.35,"14,521","1,498",10.32,"1,363",79.48,"1,715"
MS,2021-02-06,"4,798",62.26,"7,706",761,9.88,673,80.21,839
MT,2021-02-06,"1,706",59.73,"2,856",105,3.68,131,57.46,228
NC,2021-02-06,"16,355",74.95,"21,820","2,385",11.07,"2,040",81.4,"2,506"
ND,2021-02-06,"1,324",65.24,"2,029",119,5.86,98,48.28,203
NE,2021-02-06,"2,581",63.97,"4,035",280,7.08,362,63.96,566
NH,2021-02-06,"1,928",69.43,"2,777",162,5.83,177,62.77,282
NJ,2021-02-06,"14,522",69.69,"20,838","2,897",13.9,"1,511",51.75,"2,920"
NM,2021-02-06,"2,578",71.68,"3,596",438,12.18,368,82.14,448
NV,2021-02-06,"5,521",72.49,"7,616",971,13.07,713,79.05,902
NY,2021-02-06,"35,460",73.64,"48,143","8,536",17.73,"3,890",70.62,"5,508"
OH,2021-02-06,"20,027",69.41,"28,853","2,343",8.14,"2,799",68.37,"4,094"
OK,2021-02-06,"6,419",67.14,"9,561","1,128",11.98,886,84.3,"1,051"
OR,2021-02-06,"4,598",68.55,"6,708",338,5.04,483,62.56,772
PA,2021-02-06,"23,322",76.78,"30,376","3,329",11.08,"2,883",77.35,"3,727"
RI,2021-02-06,"2,094",87.23,"2,060",299,14.51,146,92.99,157
SC,2021-02-06,"7,762",78.52,"9,885","1,454",14.7,"1,030",78.53,"1,311"
SD,2021-02-06,"1,258",53.0,"2,373",109,4.59,126,54.31,232
TN,2021-02-06,"11,578",65.53,"17,668","1,331",7.74,"1,654",69.7,"2,373"
TX,2021-02-06,"45,195",73.02,"61,895","10,183",16.48,"6,653",89.07,"7,469"
UT,2021-02-06,"3,058",57.61,"5,308",389,7.33,422,69.64,606
VA,2021-02-06,"11,582",70.46,"16,438","2,121",12.9,"1,412",72.63,"1,944"
VT,2021-02-06,702,59.59,"1,178",66,5.6,75,75.76,99
WA,2021-02-06,"8,384",68.81,"12,184",714,5.86,925,70.56,"1,311"
WV,2021-02-06,"3,740",75.36,"4,963",409,8.24,464,75.57,614
WY,2021-02-06,522,36.35,"1,436",51,3.58,45,36.29,124
WI,2021-02-06,"7,294",58.56,"12,455",657,5.39,896,56.04,"1,598"
